18533461407	14488071984	20180706232747	2803
18792826687	19077627950	20180101080430	3594
15625939852	13599584947	20180119174351	3249
17264143744	15676591145	20180418122208	2090
16239836654	15053292501	20180423161335	2443
18769105359	16139981691	20180727212720	1145
15676591145	16459563591	20180312022205	2740
13723070924	16630771505	20181127161417	0830
17075423979	18533461407	20181001190719	1796
17938008730	16897125587	20180204170127	0751
15648303641	19743837116	20180914033221	1611
16703630552	17264143744	20180927130457	1404
13749986274	15676591145	20181012212850	1838
19161312597	15053292501	20181114181319	2811
13599584947	17186852432	20180426121427	1180
18304040031	17563395612	20180429022440	3216
14436513145	19573521135	20180818100136	2862
17428915648	13369602622	20180607152341	3287
17583213006	16037345045	20180818192151	2918
15053292501	17264143744	20181011065524	0148
15648303641	16433655567	20180813084048	0581
18304040031	14473791615	20180828012036	2821
14376715542	18769105359	20180505172003	3548
16630771505	16037345045	20180529053035	1569
18304040031	13117618672	20180125021028	1463
16509411758	17186852432	20181008134633	2475
16326064873	19743837116	20180408105109	3359
15053292501	14366915156	20180411193315	1176
13462269791	18304040031	20180112201732	1181
16941635290	13369602622	20180603185152	1931
16433655567	17938008730	20181101221228	3286
18166416574	14155623990	20180828123054	3031
15053292501	16941635290	20180227084750	1137
15191302006	16427232559	20180612150541	2801
13599584947	13369602622	20181002004845	0378
13369602622	16037345045	20180922013734	2458
15191302006	15625939852	20180629021320	3314
14366915156	13117618672	20180705192055	1968
17075423979	15191302006	20180902143241	1911
16037345045	17428915648	20181016051122	1507
14436513145	16326064873	20180405142732	2790
19519265718	14488071984	20180529173842	0193
18169787520	16703630552	20180404000920	0581
18533461407	16980765064	20181018151646	2319
16509411758	14436513145	20180807073940	2887
16703630552	16037345045	20180512091233	2061
16886197458	15676591145	20180917012610	1367
16433655567	18304040031	20181025054850	3123
17938008730	16164672204	20180117001616	1101
16980765064	17189992777	20180420163149	2984
19573521135	19577715303	20181223110045	0904
17189992777	16139981691	20181022194805	0893
16688846049	16164672204	20180221070216	1653
17264143744	16239836654	20181028234859	2864
13369602622	17583213006	20180127223417	3498
19573521135	17938008730	20181223031142	0878
15625939852	17428915648	20181112034154	2421
13462269791	14249718905	20180223014413	0864
16164672204	16688846049	20180909065937	2303
18769105359	14436513145	20180730180934	3527
16164672204	16239836654	20180908123246	0120
19573521135	18769105359	20180221213542	2220
16897125587	13074715563	20180106161838	3231
16941635290	16630771505	20180405073913	3545
16980765064	14155623990	20180111002522	1794
18304040031	18369204109	20180506050337	2951
15676591145	16427232559	20180105213351	3168
17938008730	16037345045	20180720120736	3125
16139981691	16509411758	20180701074244	1735
16941635290	16037345045	20180622081954	1285
16980765064	15648303641	20180912203608	0308
14447898241	18369204109	20180522094256	3015
15625939852	15648303641	20181103014402	0632
14488071984	13599584947	20180106140600	1624
15625939852	13749986274	20181102012946	0331
19577715303	18769105359	20180323114307	2810
17563395612	15676591145	20180917182830	3533
17583213006	16037345045	20180209085444	1518
14488071984	16980765064	20180528204301	3512
18304040031	16886197458	20180709071334	3124
16897125587	14447898241	20180626225455	3331
19573521135	15648303641	20181208093235	2481
16703630552	16941635290	20180705002234	1122
15053292501	13117618672	20180320143942	3216
16433655567	14447898241	20180113201446	3515
14249718905	16755654707	20181001134228	1158
14488071984	16326064873	20181220094601	3548
17563395612	15648303641	20180123073609	3524
14376715542	15676591145	20180219160541	2530
17938008730	18769105359	20180721035725	2703
14473791615	16688846049	20181003210744	2110
14155623990	17075423979	20180707213644	0314
16755654707	13462269791	20180524052504	0279
14366915156	14249718905	20180620084932	2629
16427232559	16703630552	20180614175836	3199
13369602622	18769105359	20180428135645	0969
15625939852	17938008730	20181104110145	1932
16688846049	14376715542	20181109141816	2258
13599584947	15415398428	20180619223142	0172
16239836654	18769105359	20181002145025	3283
14473791615	16164672204	20180413134725	3578
18304040031	14473791615	20180325132647	0165
17428915648	17186852432	20180516164043	2095
16509411758	16980765064	20181201094355	2396
16164672204	14488071984	20180130171716	1159
16509411758	13369602622	20180211022426	3129
16139981691	17189992777	20180922104004	3165
15648303641	15625939852	20180720020620	2659
14366915156	15625939852	20181016062254	1857
15191302006	18769105359	20180218052802	3372
19743837116	17938008730	20181230165952	2000
18792826687	16688846049	20180217104746	3456
14155623990	16886197458	20180120151839	1400
13462269791	15415398428	20180904153417	0629
17264143744	13723070924	20181024222111	0239
13074715563	17186852432	20180403172600	0572
13599584947	17563395612	20180704210554	1307
15648303641	14366915156	20180914063953	3082
19519265718	18166416574	20180701171144	0193
17075423979	17428915648	20180907192006	2002
16037345045	16459563591	20180127094813	2244
16037345045	13749986274	20180607213544	0200
14366915156	16897125587	20180115052325	1574
18166416574	17075423979	20180829003114	2960
14473791615	18533461407	20181015224322	1593
18304040031	17189992777	20181126043604	2326
17563395612	14447898241	20180102103845	1664
16139981691	13369602622	20180802083831	1333
18166416574	16509411758	20180824045626	2549
17938008730	16139981691	20180807182243	0166
14447898241	17583213006	20180728144414	2226
14447898241	16630771505	20180619102850	1837
19077627950	16239836654	20180213174156	1241
13117618672	13723070924	20180921182930	3517
13749986274	13074715563	20181030082406	3318
19577715303	15648303641	20180101011740	0213
16688846049	16980765064	20180204065041	3121
14488071984	17264143744	20181120202102	1496
14488071984	16509411758	20180913212904	0455
18769105359	14436513145	20180816113908	1230
13749986274	16688846049	20180710021035	2965
16509411758	15648303641	20180627221500	2290
18792826687	16755654707	20180601122005	2732
16703630552	16037345045	20180514213050	3169
16630771505	17583213006	20181027204857	0642
16139981691	18369204109	20180416095618	2323
15625939852	14436513145	20180303053822	2000
13369602622	16509411758	20181025111123	2446
14376715542	16459563591	20180331134705	0794
19743837116	14436513145	20180331195557	0882
17583213006	14249718905	20181014004817	0956
16164672204	14249718905	20180224202451	0942
17075423979	14155623990	20180720164607	1106
14155623990	16941635290	20181227201731	0974
14436513145	18166416574	20180625014039	1196
16941635290	16630771505	20180831140905	3008
16037345045	18792826687	20180324113628	3005
19573521135	16630771505	20181121224753	3508
16941635290	14488071984	20180705185002	2382
17186852432	19519265718	20181218225136	0309
19519265718	16703630552	20180225102130	1416
15053292501	18533461407	20180225172903	3253
18166416574	18304040031	20180518114950	2914
19161312597	19077627950	20180702114826	3244
16886197458	13369602622	20181230104923	1065
16897125587	17563395612	20181113191213	3562
19577715303	16509411758	20180710144517	2756
14436513145	14473791615	20181226063912	2723
14376715542	16886197458	20181129051514	2019
16941635290	17186852432	20180808002426	0244
16433655567	15625939852	20181107200502	0978
19573521135	16037345045	20180920085252	3001
16326064873	16037345045	20180122162850	0360
16239836654	16755654707	20180817103322	0171
13749986274	14366915156	20180408071745	3120
18769105359	13462269791	20181106144555	2828
17563395612	17186852432	20180422040208	0900
14473791615	14366915156	20180811223451	3381
14376715542	16427232559	20180522095052	0972
19077627950	15676591145	20180131052714	3243
17189992777	19077627950	20181208025259	1094
15053292501	16755654707	20180228003202	3018
15415398428	16980765064	20181229210450	0816
18533461407	18792826687	20180626232000	1108
16427232559	15415398428	20180904131048	2305
18769105359	16509411758	20180517140541	0139
17189992777	16703630552	20180428141617	2522
13369602622	15625939852	20180703231407	3563
16980765064	13723070924	20180503230236	1313
15625939852	19577715303	20180418224806	1280
16164672204	17563395612	20180329023006	2882
16703630552	16980765064	20180725060832	0750
15415398428	18169787520	20180512213612	2562
15415398428	14249718905	20181031075407	1697
17563395612	16703630552	20180702181021	3000
16630771505	13723070924	20180221075557	2297
18169787520	13749986274	20180326104055	0583
16459563591	17563395612	20180807102611	2135
16897125587	14447898241	20181001055640	3341
16509411758	14376715542	20180701181832	0731
18369204109	18533461407	20180227101354	3198
17186852432	15053292501	20181130124045	2155
18792826687	18169787520	20180816163243	0336
16139981691	16037345045	20181113212552	0852
19077627950	17189992777	20180921191410	1234
13723070924	17563395612	20180103121653	1907
13117618672	18369204109	20180602101933	2743
16688846049	16897125587	20180322075314	0348
13462269791	13723070924	20180312080400	2809
17563395612	15625939852	20180610042847	3569
16433655567	14488071984	20181215123722	1150
14447898241	16459563591	20180611153012	3481
19161312597	16688846049	20180103162103	2744
18369204109	14366915156	20180809192655	1763
14436513145	19077627950	20181230035501	1921
16886197458	13723070924	20180215060646	2018
15676591145	14436513145	20180730001259	1819
14376715542	15415398428	20180226112329	0563
16164672204	16037345045	20180418082711	1958
18169787520	18304040031	20181203204610	1219
18533461407	14488071984	20181110141856	3215
13074715563	14473791615	20180220151115	1477
18304040031	18169787520	20180812212513	2957
